175;9.91;+0.9;Leonard Scott;USA;19.01.80;2;Stuttgart;09.09.2006
175;9.91;-0.5;Derrick Atkins;BAH;05.01.84;2;Osaka;26.08.2007
175;9.91;+0.3;Asafa Powell;JAM;23.11.82;1s2;Beijing;16.08.2008
175;9.91;±0.0;Walter Dix;USA;31.01.86;3;Beijing;16.08.2008
175;9.91;-0.2;Daniel Bailey;ANT;09.09.86;2;Saint-Denis;17.07.2009
175;9.91;-1.7;Usain Bolt;JAM;21.08.86;1;London;24.07.2009
175;9.91;+2.0;Nesta Carter;JAM;10.11.85;4;Shanghai;20.09.2009
175;9.91;-0.3;Asafa Powell;JAM;23.11.82;2;Saint-Denis;16.07.2010
175;9.91;+0.1;Yohan Blake;JAM;26.12.89;3;Bruxelles;27.08.2010
175;9.91;+0.6;Usain Bolt;JAM;21.08.86;1rA;Roma;26.05.2011
175;9.91;-0.2;Usain Bolt;JAM;21.08.86;1rA;Ostrava;31.05.2011
175;9.91;+0.4;Asafa Powell;JAM;23.11.82;1;Birmingham;10.07.2011
175;9.91;-0.1;Asafa Powell;JAM;23.11.82;2;Roma;31.05.2012
175;9.91;+0.7;Churandy Martina;NED;03.07.84;2s1;London;05.08.2012
202;9.92;+1.1;Carl Lewis;USA;01.07.61;1;Seoul;24.09.1988
202;9.92;+1.2;Linford Christie;GBR;02.04.60;4;Tokyo;25.08.1991
202;9.92;+0.3;Andre Cason;USA;20.01.69;2;Stuttgart;15.08.1993
202;9.92;+0.8;Ato Boldon;TRI;30.12.73;1;Eugene;01.06.1996
202;9.92;+1.1;Dennis Mitchell;USA;20.02.66;1;Atlanta;15.06.1996
202;9.92;+0.8;Jon Drummond;USA;09.09.68;1h3;Indianapolis;12.06.1997
202;9.92;+0.2;Tim Montgomery;USA;28.01.75;2;Indianapolis;13.06.1997
202;9.92;+0.2;Maurice Greene;USA;23.07.74;2;Bruxelles;22.08.1997
202;9.92;+0.7;Ato Boldon;TRI;30.12.73;1;Monaco;08.08.1998
202;9.92;-0.3;Maurice Greene;USA;23.07.74;1rA;Lausanne;25.08.1998
202;9.92A;-0.2;Seun Ogunkoya;NGR;28.12.77;2;Johannesburg;11.09.1998
202;9.92;+1.1;Bruny Surin;CAN;12.07.67;1;Nürnberg;13.06.1999
202;9.92;+1.0;Tim Harden;USA;27.01.74;1;Luzern;05.07.1999
202;9.92;±0.0;Justin Gatlin;USA;10.02.82;2;Sacramento;11.07.2004
202;9.92;+0.9;Tyson Gay;USA;09.08.82;3;Stuttgart;09.09.2006
202;9.92;+0.6;Usain Bolt;JAM;21.08.86;1rA;Port of Spain;17.05.2008
202;9.92;+0.1;Usain Bolt;JAM;21.08.86;1q4;Beijing;15.08.2008
202;9.92;+0.2;Walter Dix;USA;31.01.86;2rA;Lausanne;02.09.2008
202;9.92;-0.3;Tyson Gay;USA;09.08.82;1rA;Zagreb;01.09.2010
202;9.92;+1.3;Nesta Carter;JAM;10.11.85;3;Eugene;04.06.2011
202;9.92;+2.0;Christophe Lemaitre;FRA;11.06.90;1;Albi;29.07.2011
202;9.92;-1.4;Yohan Blake;JAM;26.12.89;1;Daegu;28.08.2011
202;9.92;+1.5;Asafa Powell;JAM;23.11.82;1s1;Kingston;29.06.2012
225;9.93A;+1.4;Calvin Smith;USA;08.01.61;1;Air Force Academy;03.07.1983
225;9.93;+1.0;Carl Lewis;USA;01.07.61;1;Roma;30.08.1987
225;9.93;+1.1;Carl Lewis;USA;01.07.61;1r2;Zürich;17.08.1988
225;9.93;+1.9;Carl Lewis;USA;01.07.61;2;New York City;14.06.1991
225;9.93;+1.3;Carl Lewis;USA;01.07.61;1s1;Tokyo;25.08.1991
225;9.93;-0.6;Michael Marsh;USA;04.08.67;1;Walnut;18.04.1992
225;9.93;+1.3;Ato Boldon;TRI;30.12.73;1r2;Walnut;21.04.1996
225;9.93;-0.4;Donovan Bailey;CAN;16.12.67;2r1;Lausanne;03.07.1996
225;9.93;+1.1;Frank Fredericks;NAM;02.10.67;1q3;Atlanta;26.07.1996
225;9.93;-0.6;Ato Boldon;TRI;30.12.73;1s2;Atlanta;27.07.1996
